case_id,case_start_time,n_events,outcome_activity,outcome_position,target,eligible_k10
Application_1323660280,2016-09-16 11:35:25.222000+00:00,24,A_Cancelled,22,0,True
Application_1323678318,2016-06-05 17:29:02.656000+00:00,58,A_Pending,57,1,True
Application_1323695134,2016-08-17 16:07:48.564000+00:00,74,A_Pending,72,1,True
Application_1323708325,2016-01-26 12:33:02.614000+00:00,63,A_Pending,60,1,True
Application_1323717038,2016-12-21 12:11:57.929000+00:00,18,A_Cancelled,16,0,True
Application_132371996,2016-12-28 09:08:51.129000+00:00,63,A_Pending,62,1,True
Application_1323750693,2016-04-19 08:52:00.782000+00:00,65,A_Pending,64,1,True
Application_1323783779,2016-04-21 15:38:10.618000+00:00,21,A_Cancelled,19,0,True
Application_1323794365,2016-11-14 08:24:44.180000+00:00,36,A_Pending,34,1,True
Application_1323807979,2016-08-03 14:18:57.173000+00:00,25,A_Denied,23,0,True
Application_1323847324,2016-02-20 19:34:47.215000+00:00,36,A_Pending,33,1,True
Application_1323867616,2016-12-04 14:44:56.065000+00:00,40,A_Pending,38,1,True
Application_13239346,2016-07-05 19:18:07.979000+00:00,33,A_Pending,32,1,True
Application_132415986,2016-12-19 08:28:38.362000+00:00,44,A_Pending,43,1,True
Application_1324210895,2016-10-23 19:58:15.404000+00:00,52,A_Denied,50,0,True
Application_1324325208,2016-02-07 08:33:03.989000+00:00,35,A_Denied,33,0,True
Application_1324365024,2016-07-25 10:41:36.662000+00:00,28,A_Cancelled,24,0,True
Application_1324391484,2016-10-27 17:25:41.673000+00:00,37,A_Pending,36,1,True
Application_1324680297,2016-10-21 09:41:28.980000+00:00,36,A_Pending,34,1,True
Application_1324833568,2016-04-02 07:09:45.155000+00:00,61,A_Pending,59,1,True
Application_1324853522,2016-08-22 15:12:08.018000+00:00,24,A_Cancelled,22,0,True
Application_1324906690,2016-01-22 22:26:18.885000+00:00,24,A_Cancelled,22,0,True
Application_1325073852,2016-11-30 08:28:05.644000+00:00,42,A_Pending,41,1,True
Application_1325117141,2016-10-13 17:02:03.258000+00:00,18,A_Cancelled,16,0,True
Application_1325128339,2016-08-26 06:22:08.617000+00:00,22,A_Cancelled,20,0,True
Application_1325302224,2016-11-07 21:31:11.593000+00:00,33,A_Pending,31,1,True
Application_1325335309,2016-03-07 19:33:10.536000+00:00,24,A_Cancelled,22,0,True
Application_1325360487,2016-10-28 09:12:19.493000+00:00,38,A_Pending,37,1,True
Application_1325402395,2016-04-02 08:26:55.447000+00:00,29,A_Cancelled,27,0,True
Application_1325405480,2016-11-04 08:57:10.685000+00:00,31,A_Pending,30,1,True
Application_1325448893,2016-01-24 20:14:44.142000+00:00,27,A_Cancelled,24,0,True
Application_1325467032,2016-06-23 08:50:19.855000+00:00,38,A_Pending,37,1,True
Application_1325558781,2016-07-08 12:05:45.056000+00:00,50,A_Pending,48,1,True
Application_1325593620,2016-06-16 11:27:33.430000+00:00,66,A_Cancelled,64,0,True
Application_1325688900,2016-08-14 11:27:41.276000+00:00,40,A_Pending,39,1,True
Application_1325690128,2016-06-20 11:30:21.852000+00:00,37,A_Pending,36,1,True
Application_1325830550,2016-10-10 08:54:05.138000+00:00,50,A_Denied,47,0,True
Application_1325872188,2016-06-05 06:14:46.751000+00:00,60,A_Pending,59,1,True
Application_1325962502,2016-06-23 16:51:34.642000+00:00,55,A_Pending,54,1,True
Application_1325976894,2016-04-05 22:49:38.383000+00:00,55,A_Pending,54,1,True
Application_1326001377,2016-07-17 07:53:39.344000+00:00,53,A_Denied,50,0,True
Application_1326150405,2016-03-14 18:19:08.093000+00:00,48,A_Pending,46,1,True
Application_1326172373,2016-11-17 17:44:56.765000+00:00,31,A_Pending,30,1,True
Application_1326200178,2016-09-05 18:55:55.336000+00:00,33,A_Pending,32,1,True
Application_132629166,2016-02-11 15:42:06.429000+00:00,22,A_Cancelled,20,0,True
Application_1326446013,2016-02-11 13:30:32.107000+00:00,23,A_Cancelled,21,0,True
Application_1326474999,2016-06-14 11:44:45.167000+00:00,26,A_Pending,25,1,True
Application_132650914,2016-06-09 18:42:06.967000+00:00,71,A_Pending,70,1,True
Application_1326513285,2016-03-13 21:34:24.856000+00:00,36,A_Pending,35,1,True
Application_1326570106,2016-11-18 15:22:11.470000+00:00,48,A_Pending,47,1,True
Application_1326632613,2016-08-31 20:07:11.809000+00:00,37,A_Pending,36,1,True
Application_1326678675,2016-08-08 07:55:51.851000+00:00,24,A_Cancelled,22,0,True
Application_1326688469,2016-01-06 09:07:33.113000+00:00,25,A_Cancelled,23,0,True
Application_1326851868,2016-02-16 19:37:43.093000+00:00,70,A_Pending,69,1,True
Application_1326874644,2016-11-30 11:22:40.717000+00:00,41,A_Pending,39,1,True
Application_1326914842,2016-08-29 09:23:01.118000+00:00,71,A_Pending,70,1,True
Application_1327029049,2016-08-25 13:14:22.545000+00:00,37,A_Pending,36,1,True
Application_1327186032,2016-06-08 19:56:04.047000+00:00,21,A_Cancelled,19,0,True
Application_1327252496,2016-01-12 16:15:54.943000+00:00,102,A_Pending,101,1,True
Application_1327286359,2016-11-24 15:14:25.228000+00:00,53,A_Pending,52,1,True
Application_1327373442,2016-07-14 10:29:19.040000+00:00,45,A_Pending,44,1,True
Application_1327462338,2016-04-12 10:35:48.122000+00:00,53,A_Pending,49,1,True
Application_1327475623,2016-08-29 15:24:29.319000+00:00,18,A_Cancelled,16,0,True
Application_1327486929,2016-11-13 14:55:32.620000+00:00,30,A_Pending,29,1,True
Application_1327489527,2016-08-12 06:44:58.801000+00:00,34,A_Pending,31,1,True
Application_1327502178,2016-03-21 08:28:38.178000+00:00,29,A_Pending,28,1,True
Application_132751380,2016-09-15 11:00:10.976000+00:00,27,A_Pending,26,1,True
Application_1327638315,2016-09-20 10:34:16.114000+00:00,24,A_Denied,22,0,True
Application_1327649595,2016-08-29 17:41:59.410000+00:00,27,A_Denied,25,0,True
Application_1327686952,2016-10-12 11:09:54.150000+00:00,39,A_Pending,37,1,True
Application_1327704129,2016-05-26 17:28:41.962000+00:00,37,A_Cancelled,33,0,True
Application_1327867314,2016-06-29 10:17:17.055000+00:00,90,A_Pending,87,1,True
Application_1327880091,2016-08-22 16:14:35.545000+00:00,52,A_Pending,51,1,True
Application_132793935,2016-07-18 15:21:06.041000+00:00,22,A_Cancelled,20,0,True
Application_1328058333,2016-07-28 09:32:35.479000+00:00,23,A_Cancelled,21,0,True
Application_1328110682,2016-07-20 13:11:10.491000+00:00,36,A_Pending,35,1,True
Application_1328238857,2016-11-05 11:27:44.500000+00:00,54,A_Pending,53,1,True
Application_1328293623,2016-09-06 11:10:22.323000+00:00,21,A_Cancelled,19,0,True
Application_132830260,2016-10-19 10:01:46.805000+00:00,56,A_Pending,55,1,True
Application_132837731,2016-09-14 19:58:48.678000+00:00,22,A_Cancelled,20,0,True
Application_132859811,2016-01-27 12:32:40.386000+00:00,22,A_Pending,21,1,True
Application_1328618498,2016-06-13 19:20:48.784000+00:00,22,A_Cancelled,20,0,True
Application_1328658030,2016-09-30 10:26:40.697000+00:00,22,A_Cancelled,20,0,True
Application_1328690304,2016-11-19 19:41:36.631000+00:00,47,A_Pending,46,1,True
Application_1328770574,2016-09-22 10:52:43.847000+00:00,31,A_Pending,29,1,True
Application_1328893144,2016-08-31 08:35:58.266000+00:00,31,A_Pending,30,1,True
Application_1329021086,2016-05-08 21:55:39.092000+00:00,43,A_Denied,41,0,True
Application_1329072325,2016-07-22 12:05:08.836000+00:00,59,A_Pending,56,1,True
Application_1329278647,2016-02-12 13:27:25.149000+00:00,23,A_Cancelled,21,0,True
Application_1329310356,2016-06-20 14:50:02.199000+00:00,61,A_Pending,59,1,True
Application_1329361343,2016-05-03 16:29:07.795000+00:00,55,A_Pending,54,1,True
Application_1329377063,2016-04-19 21:12:46.709000+00:00,45,A_Denied,42,0,True
Application_1329405544,2016-11-02 18:29:47.093000+00:00,69,A_Pending,66,1,True
Application_132943325,2016-08-26 11:29:29.837000+00:00,25,A_Cancelled,23,0,True
Application_132947422,2016-03-09 14:58:21.853000+00:00,25,A_Cancelled,22,0,True
Application_1329577059,2016-11-07 18:06:42.606000+00:00,31,A_Denied,29,0,True
Application_1329630120,2016-11-21 15:00:06.706000+00:00,49,A_Pending,47,1,True
Application_1329674466,2016-08-07 07:28:20.926000+00:00,31,A_Cancelled,28,0,True
Application_1329686679,2016-06-28 19:42:54.792000+00:00,41,A_Pending,40,1,True
Application_1329696843,2016-04-25 18:56:52.677000+00:00,22,A_Cancelled,19,0,True
Application_1329813348,2016-05-31 20:28:53.397000+00:00,55,A_Denied,53,0,True
Application_1329855411,2016-07-29 11:02:32.027000+00:00,45,A_Pending,44,1,True
Application_1329917519,2016-02-18 20:57:32.771000+00:00,27,A_Cancelled,25,0,True
Application_1329924305,2016-04-27 09:46:33.783000+00:00,29,A_Cancelled,27,0,True
Application_132999738,2016-02-17 19:00:29.886000+00:00,22,A_Cancelled,19,0,True
Application_1330057843,2016-03-13 17:36:01.363000+00:00,23,A_Cancelled,21,0,True
Application_1330111637,2016-08-22 16:09:05.809000+00:00,39,A_Pending,38,1,True
Application_1330278916,2016-09-29 13:52:09.928000+00:00,49,A_Pending,48,1,True
Application_1330291640,2016-03-17 08:17:59.014000+00:00,24,A_Cancelled,22,0,True
Application_1330310183,2016-08-08 10:25:55.504000+00:00,53,A_Pending,52,1,True
Application_1330322821,2016-07-27 19:41:47.458000+00:00,41,A_Pending,40,1,True
Application_1330582846,2016-03-21 01:16:18.950000+00:00,32,A_Denied,30,0,True
Application_1330702613,2016-09-23 12:40:49.321000+00:00,39,A_Pending,38,1,True
Application_1330706835,2016-04-07 20:50:09.600000+00:00,36,A_Denied,33,0,True
Application_1330788410,2016-03-22 09:42:24.020000+00:00,40,A_Pending,38,1,True
Application_1330876898,2016-06-14 09:06:03.362000+00:00,67,A_Pending,66,1,True
Application_1330910876,2016-04-28 19:42:27.429000+00:00,26,A_Cancelled,23,0,True
Application_1330998568,2016-07-01 16:27:20.705000+00:00,22,A_Cancelled,20,0,True
Application_1331108450,2016-05-24 07:20:43.259000+00:00,54,A_Pending,51,1,True
Application_1331144446,2016-10-31 08:08:18.393000+00:00,34,A_Pending,32,1,True
Application_1331255359,2016-09-25 07:22:32.099000+00:00,24,A_Cancelled,22,0,True
Application_1331271629,2016-03-24 18:48:55.363000+00:00,29,A_Denied,27,0,True
Application_1331295233,2016-10-26 18:09:38.358000+00:00,63,A_Pending,59,1,True
Application_1331335471,2016-03-11 12:22:21.313000+00:00,25,A_Cancelled,22,0,True
Application_1331346987,2016-12-31 15:35:41.171000+00:00,35,A_Pending,34,1,True
Application_1331381983,2016-09-05 17:21:32.372000+00:00,48,A_Pending,47,1,True
Application_1331441624,2016-01-12 11:47:31.212000+00:00,62,A_Cancelled,60,0,True
Application_1331492368,2016-10-21 11:51:25.296000+00:00,72,A_Pending,70,1,True
Application_1331508870,2016-09-21 16:29:56.934000+00:00,21,A_Cancelled,19,0,True
Application_1331522559,2016-04-28 17:58:36.676000+00:00,45,A_Denied,43,0,True
Application_1331590835,2016-08-31 20:03:29.235000+00:00,26,A_Denied,24,0,True
Application_1331629354,2016-03-13 13:22:11.210000+00:00,55,A_Denied,51,0,True
Application_1331645730,2016-01-26 16:15:14.914000+00:00,71,A_Pending,69,1,True
Application_133164771,2016-03-09 16:24:55.303000+00:00,63,A_Denied,61,0,True
Application_1331678337,2016-10-24 20:16:07.871000+00:00,32,A_Denied,30,0,True
Application_1331678650,2016-08-16 15:28:10.024000+00:00,29,A_Pending,28,1,True
Application_1331684871,2016-01-24 21:50:39.921000+00:00,38,A_Pending,36,1,True
Application_133175864,2016-01-12 19:51:02.649000+00:00,26,A_Cancelled,22,0,True
Application_1331763112,2016-03-05 09:11:31.340000+00:00,49,A_Pending,47,1,True
Application_1331809820,2016-10-20 07:21:24.879000+00:00,106,A_Pending,104,1,True
Application_133185552,2016-06-04 18:59:43.290000+00:00,40,A_Pending,38,1,True
Application_1331865983,2016-08-03 09:45:39.675000+00:00,43,A_Pending,42,1,True
Application_1331923786,2016-07-25 09:56:39.135000+00:00,45,A_Denied,43,0,True
Application_1331937055,2016-12-27 08:56:24.078000+00:00,34,A_Pending,33,1,True
Application_1331967235,2016-06-03 14:36:57.353000+00:00,59,A_Denied,56,0,True
Application_1331999502,2016-09-19 15:37:04.633000+00:00,36,A_Pending,35,1,True
Application_1332066828,2016-10-19 12:23:07.099000+00:00,18,A_Cancelled,16,0,True
Application_1332069287,2016-05-30 11:01:34.623000+00:00,32,A_Pending,30,1,True
Application_1332204808,2016-09-04 10:33:07.240000+00:00,37,A_Pending,36,1,True
Application_1332266263,2016-11-25 12:15:03.717000+00:00,41,A_Pending,40,1,True
Application_1332366774,2016-03-17 15:16:51.904000+00:00,24,A_Pending,23,1,True
Application_1332397677,2016-03-13 14:24:28.737000+00:00,22,A_Cancelled,20,0,True
Application_1332408814,2016-03-17 16:59:03.057000+00:00,31,A_Pending,30,1,True
Application_1332471896,2016-06-01 08:57:58.345000+00:00,27,A_Denied,25,0,True
Application_1332541697,2016-05-26 14:30:30.253000+00:00,19,A_Cancelled,17,0,True
Application_1332561488,2016-02-14 14:40:24.671000+00:00,22,A_Cancelled,20,0,True
Application_1332567294,2016-11-08 12:18:43.633000+00:00,93,A_Pending,92,1,True
Application_1332597245,2016-10-09 12:31:55.140000+00:00,29,A_Pending,28,1,True
Application_1332774598,2016-08-31 13:03:47.278000+00:00,58,A_Pending,57,1,True
Application_1332775034,2016-07-20 16:35:26.674000+00:00,26,A_Pending,25,1,True
Application_1332804972,2016-01-12 14:32:18.174000+00:00,27,A_Cancelled,24,0,True
Application_1332963018,2016-03-11 09:35:14.953000+00:00,24,A_Cancelled,22,0,True
Application_1333085731,2016-01-26 08:09:45.081000+00:00,45,A_Pending,43,1,True
Application_1333133564,2016-04-12 07:31:22.752000+00:00,26,A_Pending,25,1,True
Application_1333142685,2016-06-03 13:23:50.405000+00:00,26,A_Cancelled,23,0,True
Application_1333164530,2016-10-10 12:41:18.579000+00:00,29,A_Pending,28,1,True
Application_1333231607,2016-05-10 19:13:28.324000+00:00,46,A_Pending,45,1,True
Application_1333281868,2016-06-20 17:41:49.178000+00:00,26,A_Cancelled,24,0,True
Application_1333311434,2016-04-04 10:56:37.055000+00:00,22,A_Cancelled,20,0,True
Application_1333312143,2016-10-05 21:31:05.678000+00:00,21,A_Cancelled,19,0,True
Application_1333369709,2016-03-09 10:37:04.236000+00:00,21,A_Cancelled,19,0,True
Application_1333464585,2016-11-27 07:34:38.969000+00:00,59,A_Denied,56,0,True
Application_1333478818,2016-09-08 06:29:21.979000+00:00,22,A_Cancelled,20,0,True
Application_1333694803,2016-08-31 18:29:28.236000+00:00,20,A_Cancelled,18,0,True
Application_1333883378,2016-06-05 11:27:00.227000+00:00,55,A_Pending,54,1,True
Application_1333957806,2016-01-13 14:03:25.947000+00:00,41,A_Pending,40,1,True
Application_1333969989,2016-08-30 20:34:10.666000+00:00,82,A_Pending,81,1,True
Application_1334029970,2016-04-02 11:43:13.615000+00:00,108,A_Pending,107,1,True
Application_1334031128,2016-08-23 20:07:29.562000+00:00,31,A_Cancelled,29,0,True
Application_1334126362,2016-03-10 15:11:36.018000+00:00,79,A_Pending,76,1,True
Application_1334132653,2016-08-19 15:41:50.193000+00:00,28,A_Cancelled,26,0,True
Application_1334138057,2016-03-22 10:53:11.026000+00:00,45,A_Pending,44,1,True
Application_1334242456,2016-02-01 23:39:19.540000+00:00,62,A_Cancelled,59,0,True
Application_1334307261,2016-01-09 08:59:29.037000+00:00,31,A_Pending,29,1,True
Application_1334310859,2016-04-11 15:43:55.007000+00:00,62,A_Pending,60,1,True
Application_1334425086,2016-11-30 17:12:16.792000+00:00,38,A_Pending,37,1,True
Application_1334427669,2016-08-19 12:53:27.675000+00:00,34,A_Denied,32,0,True
Application_133444195,2016-06-27 08:52:53.141000+00:00,39,A_Pending,36,1,True
Application_1334455775,2016-06-06 08:01:44.028000+00:00,26,A_Cancelled,24,0,True
Application_1334558136,2016-06-29 19:24:54.539000+00:00,51,A_Pending,50,1,True
Application_1334709295,2016-05-05 09:01:31.356000+00:00,54,A_Pending,53,1,True
Application_1334867811,2016-04-12 14:39:10.731000+00:00,24,A_Pending,23,1,True
Application_1334997155,2016-10-18 14:02:40.020000+00:00,36,A_Pending,34,1,True
Application_1335013576,2016-06-29 11:58:50.148000+00:00,44,A_Pending,43,1,True
Application_1335070161,2016-11-24 17:02:06.487000+00:00,52,A_Pending,51,1,True
Application_1335180651,2016-10-17 19:45:30.624000+00:00,20,A_Cancelled,18,0,True
Application_1335181297,2016-06-13 14:51:21.138000+00:00,29,A_Pending,28,1,True
Application_1335239652,2016-06-22 08:07:49.756000+00:00,39,A_Denied,37,0,True
Application_1335269673,2016-01-24 14:42:40.685000+00:00,28,A_Cancelled,26,0,True
Application_1335280018,2016-07-13 08:24:47.142000+00:00,37,A_Denied,35,0,True
Application_1335453895,2016-07-01 13:55:12.403000+00:00,35,A_Pending,34,1,True
Application_1335455949,2016-10-12 15:54:01+00:00,21,A_Cancelled,19,0,True
Application_1335456683,2016-05-23 17:38:21.387000+00:00,31,A_Pending,29,1,True
Application_1335505547,2016-08-22 13:02:18.323000+00:00,36,A_Pending,35,1,True
Application_1335687720,2016-06-13 10:43:37.439000+00:00,34,A_Pending,33,1,True
Application_1335697551,2016-02-23 16:43:37.707000+00:00,24,A_Pending,23,1,True
Application_1335792057,2016-09-19 14:36:13.877000+00:00,34,A_Pending,33,1,True
Application_1335847495,2016-03-09 10:25:50.510000+00:00,24,A_Cancelled,22,0,True
Application_1335910328,2016-03-26 09:34:21.059000+00:00,39,A_Pending,38,1,True
Application_1336110675,2016-08-20 07:34:48.494000+00:00,49,A_Pending,48,1,True
Application_1336309549,2016-12-05 14:20:47.895000+00:00,35,A_Pending,34,1,True
Application_1336312502,2016-02-22 18:51:43.618000+00:00,40,A_Pending,39,1,True
Application_1336423282,2016-10-22 17:52:47.510000+00:00,33,A_Pending,32,1,True
Application_1336478747,2016-05-06 10:47:28.087000+00:00,18,A_Cancelled,16,0,True
Application_1336532322,2016-07-29 07:04:28.958000+00:00,34,A_Pending,33,1,True
Application_133656076,2016-12-27 09:11:21.974000+00:00,21,A_Cancelled,19,0,True
Application_1336827722,2016-09-16 10:52:06.671000+00:00,48,A_Pending,46,1,True
Application_1336873117,2016-06-17 11:09:49.195000+00:00,37,A_Denied,35,0,True
Application_1336886023,2016-07-16 17:01:10.065000+00:00,38,A_Pending,37,1,True
Application_1337021961,2016-02-25 14:09:39.022000+00:00,43,A_Denied,41,0,True
Application_1337091667,2016-11-02 20:12:58.082000+00:00,23,A_Cancelled,21,0,True
Application_133715808,2016-11-29 08:55:06.652000+00:00,68,A_Pending,67,1,True
Application_13372270,2016-01-05 16:12:44.241000+00:00,27,A_Pending,26,1,True
Application_1337249907,2016-11-07 16:02:26.974000+00:00,21,A_Cancelled,19,0,True
Application_1337363658,2016-04-21 13:25:16.293000+00:00,42,A_Pending,41,1,True
Application_1337491799,2016-12-05 07:45:45.030000+00:00,36,A_Denied,33,0,True
Application_1337522327,2016-09-07 09:09:39.161000+00:00,29,A_Denied,27,0,True
Application_1337644269,2016-09-06 10:44:42.864000+00:00,22,A_Cancelled,20,0,True
Application_1337748196,2016-12-06 18:40:03.559000+00:00,38,A_Pending,37,1,True
Application_1337760725,2016-07-16 08:15:48.554000+00:00,30,A_Pending,29,1,True
Application_1338026869,2016-09-02 08:41:34.978000+00:00,36,A_Pending,35,1,True
Application_133806661,2016-07-13 19:13:08.689000+00:00,45,A_Pending,44,1,True
Application_1338104164,2016-06-23 14:06:03.647000+00:00,36,A_Denied,33,0,True
Application_1338322049,2016-10-16 17:30:09.935000+00:00,48,A_Pending,47,1,True
Application_1338359850,2016-02-12 15:11:29.354000+00:00,45,A_Pending,43,1,True
Application_1338365283,2016-08-01 17:56:19.310000+00:00,40,A_Denied,38,0,True
Application_1338509043,2016-07-15 11:42:12.327000+00:00,50,A_Pending,49,1,True
Application_1338594891,2016-11-22 14:52:28.570000+00:00,78,A_Pending,72,1,True
Application_1338704516,2016-11-27 11:16:35.794000+00:00,45,A_Pending,44,1,True
Application_1338784084,2016-11-18 15:08:27.916000+00:00,31,A_Cancelled,29,0,True
Application_1338958889,2016-06-27 09:02:16.163000+00:00,39,A_Pending,38,1,True
Application_1339010125,2016-08-31 18:01:10.204000+00:00,24,A_Pending,23,1,True
Application_1339031841,2016-07-17 18:09:57.292000+00:00,49,A_Denied,47,0,True
Application_1339038636,2016-09-02 10:30:23.850000+00:00,57,A_Pending,56,1,True
Application_1339048925,2016-02-26 14:55:07.695000+00:00,32,A_Pending,31,1,True
Application_1339057059,2016-09-26 08:34:44.207000+00:00,41,A_Pending,39,1,True
Application_1339084588,2016-11-09 17:38:17.353000+00:00,50,A_Pending,49,1,True
Application_1339122697,2016-03-08 15:59:31.871000+00:00,40,A_Denied,38,0,True
Application_1339153511,2016-01-03 21:22:16.358000+00:00,78,A_Pending,77,1,True
Application_1339159850,2016-02-12 12:48:40.114000+00:00,64,A_Pending,61,1,True
Application_1339294789,2016-03-04 13:22:53.305000+00:00,54,A_Pending,53,1,True
Application_1339305976,2016-07-11 14:32:19.377000+00:00,18,A_Cancelled,16,0,True
Application_133935411,2016-11-11 17:28:37.604000+00:00,24,A_Cancelled,22,0,True
Application_1339376290,2016-08-28 12:32:30.662000+00:00,69,A_Pending,67,1,True
Application_1339399261,2016-10-19 09:32:10.511000+00:00,35,A_Denied,33,0,True
Application_1339452313,2016-08-22 13:23:11.656000+00:00,18,A_Cancelled,16,0,True
Application_1339549651,2016-11-01 13:18:16.721000+00:00,21,A_Cancelled,19,0,True
Application_133963133,2016-08-30 12:16:27.882000+00:00,51,A_Pending,50,1,True
Application_1339681597,2016-10-25 00:26:08.162000+00:00,30,A_Pending,29,1,True
Application_1339754223,2016-11-23 14:29:22.031000+00:00,21,A_Cancelled,19,0,True
Application_1339781817,2016-10-01 17:38:34.423000+00:00,26,A_Cancelled,23,0,True
Application_1339897527,2016-07-17 16:47:59.824000+00:00,48,A_Pending,47,1,True
Application_1340284244,2016-09-15 06:50:32.509000+00:00,24,A_Cancelled,22,0,True
Application_1340459622,2016-10-30 05:32:33.583000+00:00,22,A_Cancelled,20,0,True
Application_1340467389,2016-11-05 20:18:39.243000+00:00,33,A_Cancelled,30,0,True
Application_1340675211,2016-03-07 13:32:29.504000+00:00,31,A_Cancelled,28,0,True
Application_1340690340,2016-09-18 10:00:26.917000+00:00,24,A_Cancelled,22,0,True
Application_1340703774,2016-09-16 23:37:48.572000+00:00,26,A_Cancelled,24,0,True
Application_134075004,2016-03-24 14:28:35.770000+00:00,90,A_Pending,88,1,True
Application_1340833880,2016-01-17 20:26:31.046000+00:00,66,A_Denied,63,0,True
Application_1340887420,2016-01-18 10:07:28.158000+00:00,29,A_Pending,28,1,True
Application_1340929542,2016-08-23 21:02:03.063000+00:00,32,A_Cancelled,29,0,True
Application_1340982338,2016-03-25 09:03:40.859000+00:00,20,A_Cancelled,18,0,True
Application_1340999860,2016-09-13 19:04:24.462000+00:00,32,A_Pending,30,1,True
Application_134111075,2016-08-05 10:28:11.930000+00:00,33,A_Pending,32,1,True
Application_1341133743,2016-10-24 16:16:48.452000+00:00,18,A_Cancelled,16,0,True
Application_1341217021,2016-02-16 14:39:41.324000+00:00,45,A_Denied,43,0,True
Application_1341379367,2016-03-14 11:15:26.260000+00:00,31,A_Pending,29,1,True
Application_1341410947,2016-10-09 18:37:40.238000+00:00,47,A_Pending,46,1,True
Application_1341454810,2016-08-29 17:00:54.550000+00:00,30,A_Cancelled,27,0,True
Application_134147383,2016-06-29 16:58:01.256000+00:00,22,A_Cancelled,19,0,True
Application_1341522639,2016-06-29 09:23:24.506000+00:00,21,A_Cancelled,19,0,True
Application_1341553220,2016-03-22 08:29:34.486000+00:00,24,A_Pending,23,1,True
Application_1341553915,2016-02-26 20:24:34.527000+00:00,26,A_Cancelled,24,0,True
Application_1341618264,2016-05-18 12:18:46.563000+00:00,71,A_Pending,69,1,True
Application_1341720373,2016-02-05 16:33:08.225000+00:00,21,A_Cancelled,19,0,True
Application_134173506,2016-10-21 09:27:55.591000+00:00,26,A_Cancelled,24,0,True
Application_1341760659,2016-01-16 20:47:08.190000+00:00,33,A_Pending,32,1,True
Application_1341803243,2016-08-15 08:37:21.020000+00:00,32,A_Pending,29,1,True
Application_1341850526,2016-06-21 19:24:30.536000+00:00,22,A_Cancelled,20,0,True
Application_1341949768,2016-07-07 14:20:35.222000+00:00,27,A_Pending,26,1,True
Application_1341977225,2016-08-25 11:08:44.376000+00:00,56,A_Pending,54,1,True
Application_1342057383,2016-06-15 15:11:48.406000+00:00,27,A_Pending,26,1,True
Application_1342061277,2016-03-16 20:06:09.017000+00:00,22,A_Cancelled,20,0,True
Application_1342079196,2016-04-25 13:06:35.368000+00:00,26,A_Cancelled,23,0,True
Application_1342093088,2016-03-02 19:31:46.383000+00:00,26,A_Cancelled,23,0,True
Application_1342378277,2016-04-01 21:29:13.707000+00:00,43,A_Pending,42,1,True
Application_1342385673,2016-03-24 21:58:15.213000+00:00,44,A_Pending,43,1,True
Application_1342451188,2016-10-05 14:03:31.247000+00:00,57,A_Pending,56,1,True
Application_1342479260,2016-12-22 13:34:56.717000+00:00,69,A_Pending,67,1,True
Application_1342529425,2016-11-24 09:40:25.356000+00:00,17,A_Cancelled,15,0,True
Application_1342644312,2016-09-17 19:59:44.836000+00:00,72,A_Pending,70,1,True
Application_1342763492,2016-06-15 22:45:03.954000+00:00,26,A_Cancelled,24,0,True
Application_1342824235,2016-09-25 21:27:01.938000+00:00,26,A_Denied,24,0,True
Application_1342845149,2016-11-02 14:29:31.332000+00:00,21,A_Cancelled,19,0,True
Application_1343107752,2016-03-05 15:16:40.556000+00:00,21,A_Cancelled,19,0,True
Application_1343126610,2016-08-31 15:33:56.473000+00:00,21,A_Cancelled,19,0,True
Application_1343149415,2016-07-01 16:24:31.744000+00:00,24,A_Denied,22,0,True
Application_1343156220,2016-09-20 05:58:32.449000+00:00,28,A_Pending,27,1,True
Application_1343184,2016-09-05 22:32:00.342000+00:00,27,A_Cancelled,25,0,True
Application_1343349327,2016-10-24 15:34:21.770000+00:00,27,A_Cancelled,25,0,True
Application_1343390609,2016-11-04 12:47:11.341000+00:00,18,A_Cancelled,16,0,True
Application_1343438671,2016-09-25 17:16:29.413000+00:00,37,A_Pending,36,1,True
Application_1343499545,2016-10-20 08:31:44.757000+00:00,25,A_Pending,24,1,True
Application_1343505639,2016-04-06 10:41:59.120000+00:00,102,A_Pending,100,1,True
Application_1343544993,2016-10-12 05:21:02.751000+00:00,42,A_Pending,41,1,True
Application_1343555950,2016-02-29 20:27:32.647000+00:00,29,A_Cancelled,27,0,True
Application_1343715457,2016-02-20 10:14:49.566000+00:00,20,A_Cancelled,18,0,True
Application_1343799374,2016-02-03 12:04:29.116000+00:00,29,A_Cancelled,27,0,True
Application_1343814701,2016-12-12 12:26:36.043000+00:00,47,A_Pending,45,1,True
Application_1343884694,2016-10-31 09:39:35.944000+00:00,39,A_Pending,38,1,True
Application_134389727,2016-09-07 10:49:12.895000+00:00,32,A_Pending,31,1,True
Application_1344003283,2016-06-24 12:33:14.817000+00:00,27,A_Pending,26,1,True
Application_1344139947,2016-02-10 16:41:39.609000+00:00,51,A_Denied,49,0,True
Application_1344175120,2016-09-20 02:32:52.039000+00:00,23,A_Cancelled,21,0,True
Application_1344300721,2016-03-22 14:00:35.927000+00:00,55,A_Pending,54,1,True
Application_1344524409,2016-07-08 13:27:24.309000+00:00,22,A_Cancelled,20,0,True
Application_1344635275,2016-05-12 07:21:31.389000+00:00,41,A_Pending,40,1,True
