sample_order,source_row_index,case_id,target,model_probability_success,reconstructed_probability_success,absolute_additivity_error
332,5842,Application_607744520,0,0.5166666666666667,0.5166599966999904,6.669966676309258e-06
333,2730,Application_2001409988,0,0.30333333333333334,0.3033266538273141,6.679506019235948e-06
334,5408,Application_1925249196,1,0.5833333333333334,0.5833266680115855,6.665321747867381e-06
335,5894,Application_946413213,0,0.7533333333333333,0.753326672645423,6.660687910331475e-06
336,5047,Application_1282312320,1,0.4066666666666667,0.4066599917442768,6.674922389870996e-06
337,1957,Application_760332880,1,0.83,0.829993339861431,6.660138568981289e-06
338,2624,Application_1742464377,1,0.5066666666666667,0.5066599969955998,6.669671066883431e-06
339,1432,Application_1319119150,1,0.41333333333333333,0.4133266597247862,6.673608547114185e-06
340,5055,Application_2030168144,0,0.32,0.31999332301111283,6.676988887177604e-06
341,4625,Application_967577338,1,0.6933333333333334,0.6933266739631248,6.659370208605964e-06
342,120,Application_1487539906,0,0.21333333333333335,0.21332665773312415,6.675600209199439e-06
343,1486,Application_1192171561,1,0.5633333333333334,0.5633266654404802,6.6678928531960224e-06
344,5682,Application_1727146404,1,0.49,0.4899933294819918,6.6705180081783055e-06
345,924,Application_25063668,1,0.11666666666666667,0.11665998161117247,6.685055494198844e-06
346,5271,Application_390553107,1,0.54,0.5399933326707121,6.667329287890489e-06
347,512,Application_823313933,0,0.42333333333333334,0.4233266582924018,6.675040931547471e-06
348,4164,Application_96540087,0,0.49,0.48999332680501106,6.67319498892649e-06
349,5148,Application_1289132611,1,0.5666666666666667,0.5666600007965448,6.665870121880246e-06
350,1846,Application_407010106,0,0.19666666666666666,0.1966599836448647,6.683021801956457e-06
351,5317,Application_304214284,0,0.48,0.47999333099534086,6.669004659121125e-06
352,4882,Application_149980465,1,0.57,0.5699933340832192,6.665916780779213e-06
353,3608,Application_590885667,1,0.4766666666666667,0.4766599983000419,6.668366624773547e-06
354,4287,Application_1882893523,1,0.36666666666666664,0.3666599921240449,6.674542621765145e-06
355,304,Application_1771690507,0,0.6866666666666666,0.6866600056052131,6.66106145352785e-06
356,4330,Application_1580503830,1,0.8833333333333333,0.8833266802151394,6.653118193922225e-06
357,73,Application_982338727,1,0.43666666666666665,0.4366599961615182,6.670505148465011e-06
358,873,Application_319284701,1,0.74,0.7399933396580836,6.660341916431278e-06
359,4489,Application_1212971337,1,0.25333333333333335,0.25332665376278707,6.6795705462863175e-06
360,3422,Application_276171401,0,0.14333333333333334,0.14332665013690155,6.6831964317948245e-06
361,2859,Application_410550546,1,0.5966666666666667,0.5966599989467162,6.667719950503859e-06
362,1542,Application_1533943599,0,0.6333333333333333,0.6333266711128167,6.662220516595596e-06
363,4923,Application_696705115,1,0.9333333333333333,0.9333266742369523,6.659096381089746e-06
364,479,Application_1180779910,0,0.3933333333333333,0.3933266618198157,6.671513517630956e-06
365,2687,Application_463289149,1,0.9566666666666667,0.9566600145541371,6.652112529592635e-06
366,5756,Application_898682531,0,0.56,0.5599933335321127,6.666467887384009e-06
367,2944,Application_1744206812,1,0.66,0.6599933380850532,6.661914946803904e-06
368,2769,Application_610018749,1,0.8533333333333334,0.85332667595227,6.6573810634240616e-06
369,3934,Application_45900350,1,0.61,0.6099933362997357,6.663700264253336e-06
370,1234,Application_1123320394,0,0.7733333333333333,0.7733266751049731,6.658228360212348e-06
371,4774,Application_1731907819,1,0.52,0.5199933316382035,6.6683617965246356e-06
372,607,Application_2020581879,0,0.5866666666666667,0.5866599974371076,6.669229559053136e-06
373,435,Application_957957984,0,0.37,0.3699933237183726,6.676281627371328e-06
374,3807,Application_1458413157,1,0.3233333333333333,0.3233266598030665,6.67353026678752e-06
375,1445,Application_880283627,0,0.44666666666666666,0.44665999576207543,6.67090459122166e-06
376,454,Application_747812656,1,0.29333333333333333,0.29332665733865526,6.675994678073671e-06
377,926,Application_1785468553,1,0.63,0.6299933316310536,6.668368946360914e-06
378,4084,Application_1114361455,1,0.6333333333333333,0.6333266605742185,6.67275911481191e-06
379,4477,Application_1093058248,0,0.5233333333333333,0.5233266666126106,6.666720722692254e-06
380,5563,Application_467462527,1,0.6766666666666666,0.6766600047619884,6.661904678240127e-06
381,2372,Application_48128651,1,0.7333333333333333,0.7333266727910955,6.66054223774637e-06
382,2595,Application_720027679,0,0.56,0.5599933313755822,6.6686244178937315e-06
383,782,Application_695960596,1,0.74,0.7399933395607073,6.660439292649478e-06
384,5694,Application_14678751,1,0.53,0.5299933290538404,6.670946159581526e-06
385,1731,Application_1163931741,1,0.39666666666666667,0.39665999405423635,6.672612430314029e-06
386,3421,Application_1705931507,1,0.7466666666666667,0.7466600061845372,6.66048212949466e-06
387,5819,Application_398604232,0,0.6033333333333334,0.6033266704008027,6.662932530709931e-06
388,1894,Application_630885216,1,0.38333333333333336,0.3833266608742003,6.672459133050257e-06
389,55,Application_269524897,1,0.6366666666666667,0.6366600034516658,6.6632150008683055e-06
390,5671,Application_656422328,0,0.4766666666666667,0.4766599963242224,6.670342444281552e-06
391,4916,Application_1809362004,0,0.83,0.8299933429488683,6.657051131675473e-06
392,4589,Application_2041204599,1,0.39666666666666667,0.3966599956288467,6.671037819983017e-06
393,2785,Application_933312827,1,0.43666666666666665,0.4366599948492211,6.671817445569328e-06
394,252,Application_1417653464,0,0.7333333333333333,0.7333266710068423,6.66232649093601e-06
395,4145,Application_1452954952,0,0.53,0.529993333977267,6.666022733026189e-06
396,3053,Application_219075718,0,0.37666666666666665,0.3766599944137622,6.672252904460496e-06
397,6013,Application_1715369188,1,0.5166666666666667,0.5166599984654128,6.668201253945405e-06
398,3036,Application_1044858457,0,0.5,0.49999333295001647,6.667049983533069e-06
399,1672,Application_1055536343,0,0.58,0.5799933324516676,6.6675483323397344e-06
400,5116,Application_1988789101,0,0.74,0.7399933391015189,6.660898481114508e-06
401,1654,Application_1485877917,1,0.7966666666666666,0.7966600101224556,6.656544211058879e-06
402,804,Application_1300309831,0,0.24,0.2399933205858294,6.679414170596143e-06
403,4934,Application_906393285,1,0.39,0.38999332284676125,6.677153238765499e-06
404,1979,Application_1054883456,1,0.5766666666666667,0.5766599937345656,6.672932101103868e-06
405,5352,Application_501690338,1,0.7033333333333334,0.7033266738269062,6.659506427197925e-06
406,336,Application_368529383,1,0.4066666666666667,0.406659994055345,6.672611321700828e-06
407,686,Application_95477936,0,0.7333333333333333,0.7333266714301938,6.661903139471015e-06
408,2869,Application_1810497253,0,0.74,0.739993339613763,6.6603862369785105e-06
409,785,Application_548136507,0,0.6866666666666666,0.6866600016534516,6.6650132150014585e-06
410,4856,Application_1780999556,0,0.59,0.5899933364827419,6.663517258087559e-06
411,4128,Application_698131674,1,0.71,0.7099933350542107,6.664945789269794e-06
412,4827,Application_1999348863,0,0.6633333333333333,0.6633266727507232,6.660582610118482e-06
413,3818,Application_1721568336,1,0.6733333333333333,0.6733266719245552,6.6614087781413645e-06
414,2993,Application_1700085215,1,0.4766666666666667,0.4766599972231369,6.669443529783159e-06
415,2459,Application_2063868735,1,0.7166666666666667,0.7166600077125699,6.6589540967942895e-06
416,4526,Application_43601953,0,0.5266666666666666,0.5266600012076611,6.6654590055170715e-06
417,5904,Application_1181636340,0,0.6,0.5999933343372383,6.6656627616401565e-06
418,430,Application_1680088322,1,0.6466666666666666,0.6466599977487296,6.668917936991647e-06
419,4618,Application_826353357,1,0.19333333333333333,0.1933266507626415,6.682570691834977e-06
420,1040,Application_1777715425,0,0.7033333333333334,0.7033266709843923,6.662348941088858e-06
421,4754,Application_988769752,0,0.44666666666666666,0.44665999550356983,6.6711630968274704e-06
422,1138,Application_1604619511,0,0.51,0.5099933329172663,6.667082733669005e-06
423,107,Application_150503991,0,0.46,0.4599933244091542,6.67559084582825e-06
424,3143,Application_75752751,1,0.5933333333333334,0.593326668639576,6.664693757429951e-06
425,3347,Application_1908851243,1,0.5966666666666667,0.5966600013968376,6.6652698290647905e-06
426,5264,Application_1859548293,0,0.26,0.2599933183352325,6.6816647675271845e-06
427,6243,Application_718432981,1,0.44,0.43999333008713687,6.669912863133121e-06
428,3595,Application_76843824,0,0.5933333333333334,0.5933266599375508,6.673395782530456e-06
429,4715,Application_2086684889,1,0.6433333333333333,0.6433266674107371,6.665922596238438e-06
430,5005,Application_2131674188,0,0.4066666666666667,0.4066599917435088,6.674923157867774e-06
431,5562,Application_88370644,1,0.5266666666666666,0.5266599996310621,6.667035604479565e-06
432,944,Application_1251689244,1,0.67,0.6699933385631701,6.661436829924483e-06
433,2549,Application_1280243861,1,0.5166666666666667,0.5166599974373501,6.669229316580427e-06
434,645,Application_99697167,0,0.88,0.8799933472940242,6.652705975773721e-06
435,1980,Application_1454712100,0,0.58,0.5799933337503599,6.666249640074895e-06
436,4414,Application_1928513473,0,0.8533333333333334,0.8533266752564873,6.658076846077776e-06
437,2539,Application_1829351727,1,0.47,0.46999332923186427,6.670768135708105e-06
438,2514,Application_1382111001,1,0.88,0.8799933393276366,6.660672363434372e-06
439,1897,Application_1961369857,1,0.58,0.5799933346128999,6.6653871000355025e-06
440,4546,Application_1549644894,1,0.5533333333333333,0.5533266649705565,6.668362776851566e-06
441,2272,Application_6091391,1,0.49,0.4899933265091647,6.67349083527391e-06
442,5951,Application_1926351537,1,0.5033333333333333,0.5033266653485746,6.667984758679246e-06
443,1591,Application_468762842,0,0.6133333333333333,0.6133266691098934,6.664223439867278e-06
444,3129,Application_183981334,0,0.7133333333333334,0.7133266722324034,6.661100929949981e-06
445,5995,Application_271354179,0,0.7833333333333333,0.783326675170593,6.6581627403694554e-06
446,546,Application_2089979544,1,0.6466666666666666,0.6466600033639823,6.663302684284389e-06
447,4775,Application_973645066,1,0.7933333333333333,0.793326669072621,6.664260712385683e-06
448,5659,Application_1011449253,1,0.79,0.7899933412498139,6.6587501861281595e-06
449,3700,Application_788568078,1,0.5433333333333333,0.543326664648168,6.668685165300836e-06
450,3455,Application_794921244,1,0.8,0.7999933406192725,6.659380727525033e-06
451,5241,Application_1691653218,0,0.6266666666666667,0.6266599964437404,6.67022292633046e-06
452,180,Application_413991815,1,0.8333333333333334,0.8333266758870586,6.6574462748159036e-06
453,2724,Application_1319249477,1,0.38,0.3799933222732754,6.677726724579891e-06
454,3339,Application_1661574532,0,0.25,0.24999332078039943,6.679219600569386e-06
455,3755,Application_1383670779,1,0.6933333333333334,0.6933266701851082,6.663148225172222e-06
456,6099,Application_1317584206,1,0.4066666666666667,0.4066599963223018,6.670344364856362e-06
457,4653,Application_619819743,1,0.31,0.3099933257483357,6.674251664284814e-06
458,1492,Application_2131147799,0,0.7666666666666667,0.7666600046184308,6.662048235961393e-06
459,6047,Application_1568546217,0,0.4533333333333333,0.4533266636323646,6.669700968686687e-06
460,5216,Application_391897610,1,0.8266666666666667,0.8266600095979604,6.6570687062839085e-06
461,5602,Application_1270379726,0,0.38666666666666666,0.3866599928254787,6.673841187965213e-06
462,1037,Application_1567826735,1,0.69,0.6899933371274515,6.662872548468535e-06
463,1869,Application_1197889328,1,0.5466666666666666,0.5466600008844834,6.6657821832238895e-06
464,1433,Application_1469553374,0,0.39,0.3899933258508352,6.674149164831444e-06
465,30,Application_1012862839,0,0.47333333333333333,0.47332666066393553,6.672669397800313e-06
466,5220,Application_1656558410,1,0.6533333333333333,0.6533266691641832,6.6641691500723965e-06
467,3280,Application_545803836,1,0.7,0.6999933338408763,6.6661591237027196e-06
468,2286,Application_1214717043,0,0.6133333333333333,0.6133266709863248,6.662347008523639e-06
469,4689,Application_1568049809,0,0.5533333333333333,0.5533266680308584,6.665302474950785e-06
470,4747,Application_755691679,0,0.2966666666666667,0.2966599924641269,6.674202539802554e-06
471,3336,Application_1667186103,1,0.9066666666666666,0.9066600073528521,6.659313814494361e-06
472,1740,Application_2030070785,1,0.4866666666666667,0.4866599945736627,6.672093003978752e-06
473,1539,Application_102404144,1,0.7633333333333333,0.7633266741374595,6.65919587383712e-06
474,3005,Application_438616024,0,0.74,0.7399933401099865,6.659890013471781e-06
475,4745,Application_2129809170,1,0.44666666666666666,0.4466599953772071,6.6712894595810646e-06
476,1013,Application_640176586,1,0.67,0.6699933301520211,6.669847978924004e-06
477,4319,Application_1660566754,1,0.7,0.6999933383457546,6.661654245343485e-06
478,5853,Application_682334885,1,0.6533333333333333,0.6533266701143978,6.663218935498705e-06
479,102,Application_1118317851,1,0.36,0.359993326252934,6.673747065977231e-06
480,1835,Application_427956403,1,0.34,0.33999332439781965,6.675602180372664e-06
481,1702,Application_836389034,1,0.7966666666666666,0.7966600086885479,6.657978118718155e-06
482,4911,Application_18547553,1,0.8066666666666666,0.8066600051636998,6.661502966798238e-06
483,4179,Application_1287950240,0,0.43,0.4299933279183984,6.672081601599711e-06
484,3479,Application_2092956119,1,0.3233333333333333,0.32332665500267455,6.678330658760334e-06
485,618,Application_129565630,1,0.36,0.3599933269120071,6.673087992903337e-06
486,2614,Application_376682366,0,0.32,0.3199933244518365,6.675548163526113e-06
487,4160,Application_1801180457,1,0.4766666666666667,0.47665999853358393,6.6681330827544905e-06
488,4206,Application_1290488002,1,0.73,0.7299933404119104,6.659588089541479e-06
489,2210,Application_959028510,1,0.5533333333333333,0.5533266639419526,6.669391380720313e-06
490,2557,Application_244920825,1,0.3933333333333333,0.3933266578828144,6.6754505189114965e-06
491,1513,Application_1342845149,0,0.9233333333333333,0.9233266814224075,6.651910925858928e-06
492,4585,Application_1914051970,1,0.59,0.5899933352145547,6.664785445309462e-06
493,5297,Application_547388165,0,0.5166666666666667,0.5166599974528348,6.669213831966836e-06
494,2262,Application_1495351732,0,0.6466666666666666,0.6466600037463128,6.662920353783797e-06
495,4735,Application_1816208063,1,0.7966666666666666,0.7966600044148666,6.662251800015895e-06
496,5415,Application_1763148577,0,0.31,0.3099933216723052,6.678327694797925e-06
497,2725,Application_1129969277,1,0.31,0.3099933220122925,6.677987707481847e-06
498,3431,Application_1848644842,0,0.2633333333333333,0.2633266542260582,6.679107275087137e-06
499,5483,Application_101540725,1,0.39,0.3899933280058929,6.671994107088075e-06
500,433,Application_1169664042,1,0.47,0.46999333166822554,6.668331774428715e-06
501,5916,Application_592637105,1,0.26666666666666666,0.2666599890985189,6.677568147761548e-06
502,5668,Application_2089121798,1,0.57,0.56999333439957,6.665600429944796e-06
503,5553,Application_2140398412,1,0.87,0.869993344585934,6.655414065970255e-06
504,2074,Application_1754698041,0,0.5,0.49999333258400946,6.667415990535552e-06
505,97,Application_1339399261,0,0.69,0.6899933375389962,6.662461003781317e-06
506,2991,Application_1898724773,0,0.5966666666666667,0.5966600031087976,6.663557869046599e-06
507,6238,Application_1778929740,1,0.5666666666666667,0.5666600016107244,6.665055942267628e-06
508,229,Application_357880380,0,0.8366666666666667,0.8366600104494014,6.6562172652551155e-06
509,5323,Application_454397872,1,0.37,0.3699933246026435,6.675397356492585e-06
510,326,Application_1324680297,1,0.7866666666666666,0.7866600050317633,6.6616349033710165e-06
511,595,Application_585298607,0,0.2,0.19999331669314507,6.683306854937676e-06
512,2727,Application_512570243,1,0.79,0.7899933397725745,6.660227425570042e-06
513,4342,Application_1484955476,1,0.8066666666666666,0.8066600084989022,6.658167764461709e-06
514,4941,Application_690050804,1,0.39,0.38999332650508267,6.673494917341927e-06
515,1410,Application_1764772652,0,0.49,0.48999333041350784,6.669586492147328e-06
516,845,Application_1139095492,1,0.5266666666666666,0.526659999165677,6.667500989654407e-06
517,4643,Application_917476215,1,0.5366666666666666,0.5366599991419694,6.667524697245852e-06
518,5296,Application_1905583805,0,0.6733333333333333,0.6733266684327095,6.66490062384284e-06
519,899,Application_1713552898,0,0.5266666666666666,0.5266599962695916,6.6703970750259245e-06
520,529,Application_1896375934,1,0.6633333333333333,0.6633266713367917,6.661996541645898e-06
521,5396,Application_356707934,0,0.64,0.6399933370580589,6.66294194107131e-06
522,1135,Application_542782205,0,0.14333333333333334,0.14332664915534915,6.684177984189743e-06
523,572,Application_408864407,0,0.7766666666666666,0.7766600096718201,6.656994846476749e-06
524,2744,Application_1203975466,1,0.62,0.6199933348984092,6.66510159075262e-06
525,5464,Application_1171303407,0,0.86,0.8599933404114981,6.659588501878311e-06
526,3798,Application_1389933200,1,0.5133333333333333,0.5133266675819125,6.665751420831256e-06
527,3768,Application_1310645919,1,0.5166666666666667,0.5166600012206699,6.665445996811847e-06
528,4358,Application_620674374,1,0.5166666666666667,0.5166599986816528,6.66798501391952e-06
529,6132,Application_142058100,0,0.6466666666666666,0.6466599997772968,6.666889369788542e-06
530,489,Application_1559916934,0,0.6866666666666666,0.6866600028359295,6.6638307371080785e-06
531,750,Application_717400110,1,0.24,0.23999332069559182,6.679304408174769e-06
532,1009,Application_2088969676,0,0.4,0.3999933282353036,6.671764696430937e-06
533,5351,Application_1251803432,1,0.6833333333333333,0.683326670131781,6.663201552292719e-06
534,3644,Application_1338704516,1,0.6133333333333333,0.6133266705577012,6.6627756321047116e-06
535,849,Application_755180147,1,0.6366666666666667,0.6366600041899609,6.662476705776577e-06
536,5793,Application_1244985500,0,0.3333333333333333,0.3333266568835117,6.676449821607644e-06
537,3413,Application_618229289,1,0.42,0.41999332875158935,6.671248410639041e-06
538,1820,Application_930473495,1,0.37666666666666665,0.37665999450152254,6.672165144105957e-06
539,4929,Application_128895870,0,0.29333333333333333,0.29332665399676516,6.6793365681716566e-06
540,3676,Application_713914859,1,0.7033333333333334,0.703326673160363,6.66017297035193e-06
541,2214,Application_372771478,0,0.63,0.6299933376351723,6.662364827714207e-06
542,2296,Application_1034123285,0,0.20333333333333334,0.20332665080641893,6.682526914408848e-06
543,3131,Application_196759164,1,0.7866666666666666,0.7866600048015332,6.6618651334282575e-06
544,5947,Application_684536307,0,0.4633333333333333,0.4633266647093488,6.668623984518174e-06
545,2818,Application_2008855109,1,0.38,0.3799933248630314,6.675136968614659e-06
546,4301,Application_1656801440,1,0.6233333333333333,0.6233266659786305,6.667354702782902e-06
547,2893,Application_1836169687,1,0.39666666666666667,0.3966599951501806,6.671516486089768e-06
548,967,Application_1877814469,1,0.5,0.49999332896310944,6.671036890559812e-06
549,4624,Application_1181412903,1,0.6466666666666666,0.6466599965411388,6.6701255277967775e-06
550,2914,Application_1164942045,1,0.44666666666666666,0.4466599970717973,6.66959486933516e-06
551,5010,Application_216754029,1,0.7066666666666667,0.7066600036836697,6.662982997007738e-06
552,3475,Application_1023366085,0,0.56,0.5599933338264045,6.666173595570868e-06
553,3445,Application_1948065851,0,0.37,0.3699933265486486,6.673451351413284e-06
554,2385,Application_100886157,1,0.4633333333333333,0.4633266632715516,6.6700617817327945e-06
555,5955,Application_570026516,1,0.58,0.5799933325266315,6.667473368415777e-06
556,3223,Application_2086306319,1,0.5066666666666667,0.506659998738318,6.667928348691454e-06
557,847,Application_1513197861,1,0.32,0.3199933267612406,6.673238759413724e-06
558,2275,Application_1444165100,0,0.53,0.529993332930585,6.667069414989513e-06
559,3240,Application_2087424613,1,0.5,0.4999933323076484,6.667692351580712e-06
560,892,Application_1272345729,1,0.6066666666666667,0.6066600027901972,6.663876469525931e-06
561,1598,Application_136943471,1,0.49666666666666665,0.4966599970681491,6.669598517528019e-06
562,1783,Application_1278442463,1,0.67,0.6699933344730686,6.665526931404209e-06
563,773,Application_583747115,0,0.38333333333333336,0.3833266586182166,6.674715116783414e-06
564,3784,Application_116207051,1,0.5133333333333333,0.5133266660458,6.667287533290711e-06
565,5118,Application_1276950247,1,0.4,0.39999332279774646,6.6772022535577236e-06
566,5252,Application_1399403690,1,0.5433333333333333,0.5433266666854462,6.6666478871768575e-06
567,3667,Application_1524653471,1,0.38,0.37999332500491484,6.674995085165225e-06
568,4709,Application_1758727131,1,0.20333333333333334,0.20332665428169994,6.679051633401434e-06
569,3396,Application_2120459067,1,0.42333333333333334,0.42332665778971745,6.67554361588607e-06
570,1640,Application_1480383161,1,0.25,0.24999331762413285,6.682375867150814e-06
571,4981,Application_1194598473,0,0.11,0.1099933166755993,6.6833244006941905e-06
572,3159,Application_818706394,1,0.7566666666666667,0.7566600075613417,6.659105325046433e-06
573,3547,Application_713608338,0,0.44,0.4399933286749512,6.67132504877932e-06
574,974,Application_1778205577,0,0.3933333333333333,0.39332665839927095,6.674934062367299e-06
575,6127,Application_1718051306,1,0.39666666666666667,0.3966599959141738,6.670752492887733e-06
576,868,Application_1973871032,1,0.55,0.5499933350572291,6.664942770906457e-06
577,3565,Application_1777257181,1,0.7033333333333334,0.7033266709298971,6.6624034362749995e-06
578,3702,Application_491922375,0,0.41,0.40999332581494763,6.674185052346626e-06
579,4679,Application_1017777344,1,0.5233333333333333,0.5233266687362238,6.664597109518056e-06
580,2593,Application_489358039,0,0.61,0.6099933361204046,6.663879595358857e-06
581,3766,Application_488753134,1,0.8366666666666667,0.8366600081017277,6.658564938977207e-06
582,799,Application_637297513,0,0.23,0.22999331897354092,6.681026459093298e-06
583,4449,Application_159963009,0,0.5633333333333334,0.5633266685583501,6.664774983233812e-06
584,4821,Application_475818880,1,0.5033333333333333,0.5033266661008169,6.66723251641077e-06
585,5098,Application_1561692075,1,0.38333333333333336,0.38332665762603124,6.675707302117306e-06
586,5941,Application_1281199569,1,0.6466666666666666,0.6466600034204898,6.6632461768190154e-06
587,1268,Application_8497910,1,0.8666666666666667,0.8666600088316827,6.657834983991862e-06
588,3065,Application_30994806,1,0.51,0.5099933321237826,6.667876217392177e-06
589,5512,Application_1634619568,0,0.5133333333333333,0.5133266633555595,6.669977773765545e-06
590,5988,Application_690259244,0,0.49,0.48999333176992577,6.668230074224901e-06
591,470,Application_310417357,0,0.6566666666666666,0.6566600047435878,6.6619230788544925e-06
592,1793,Application_1892394315,1,0.3933333333333333,0.39332665732106253,6.676012270778742e-06
593,4190,Application_613891711,1,0.7133333333333334,0.7133266744078179,6.658925515434788e-06
594,4519,Application_1162627178,0,0.17333333333333334,0.17332665055518703,6.682778146305246e-06
595,4235,Application_701033782,0,0.63,0.6299933373427447,6.662657255351867e-06
596,3320,Application_999464866,0,0.7866666666666666,0.7866600075982272,6.659068439440752e-06
597,834,Application_386657742,0,0.46,0.45999333080319554,6.669196804476307e-06
598,4042,Application_415528538,1,0.7566666666666667,0.7566600088543609,6.6578123057992045e-06
599,4085,Application_1862652828,0,0.35333333333333333,0.35332665669273045,6.676640602887307e-06
600,2733,Application_76077728,0,0.6866666666666666,0.6866600055909684,6.6610756982443675e-06
601,4159,Application_880330136,1,0.8866666666666667,0.8866600078429832,6.6588236835585235e-06
602,4082,Application_660773864,0,0.7966666666666666,0.7966600104082855,6.656258381143587e-06
603,5008,Application_1216511082,0,0.18,0.17999331608000357,6.683919996419707e-06
604,5023,Application_489522386,1,0.20333333333333334,0.20332665225629765,6.681077035691763e-06
605,3056,Application_1558911791,1,0.35,0.3499933252943328,6.674705667175651e-06
606,5499,Application_1423276028,1,0.6733333333333333,0.6733266699636532,6.6633696801376985e-06
607,3688,Application_1853348131,0,0.5566666666666666,0.5566600006026776,6.666063989024806e-06
608,3441,Application_1266010499,0,0.51,0.5099933340861336,6.665913866443773e-06
609,6267,Application_1217378577,1,0.59,0.5899933354745738,6.664525426192114e-06
610,1372,Application_903877048,0,0.7,0.6999933396813149,6.660318685014488e-06
611,310,Application_1538042026,1,0.6766666666666666,0.6766599978224084,6.6688442582618634e-06
612,5267,Application_1355696450,0,0.49,0.489993330329042,6.669670957970553e-06
613,5089,Application_503299627,1,0.64,0.639993336076605,6.663923394989446e-06
614,5381,Application_1424424888,1,0.8,0.7999933432921267,6.656707873364809e-06
615,2382,Application_1261424268,1,0.31,0.3099933237589011,6.676241098901858e-06
616,6004,Application_1789535619,1,0.3233333333333333,0.32332665733927446,6.675994058846779e-06
617,4046,Application_272717482,1,0.6366666666666667,0.6366600030781802,6.663588486555128e-06
618,5969,Application_267160125,0,0.6533333333333333,0.6533266712612853,6.662072048024825e-06
619,5883,Application_1535139589,0,0.67,0.6699933378812052,6.6621187948534555e-06
620,5611,Application_1956283946,0,0.8,0.7999933383135399,6.661686460129879e-06
621,664,Application_642553020,1,0.8233333333333334,0.823326677669098,6.655664235410974e-06
622,1042,Application_149591383,0,0.7666666666666667,0.7666600036003728,6.663066293932651e-06
623,3457,Application_224241639,0,0.44666666666666666,0.4466599962815335,6.670385133134005e-06
624,3775,Application_535108628,1,0.6966666666666667,0.6966600011925058,6.665474160838514e-06
625,2942,Application_1025696634,0,0.63,0.6299933347415858,6.6652584141957405e-06
626,5125,Application_1990285970,0,0.6,0.599993333041791,6.6669582089451396e-06
627,2949,Application_1456019868,1,0.8866666666666667,0.8866600042963975,6.662370269250317e-06
628,1495,Application_1631343495,0,0.41,0.40999332535167377,6.674648326210342e-06
629,5740,Application_961923966,1,0.6166666666666667,0.6166600002648549,6.6664018117945645e-06
630,4588,Application_107058559,1,0.5266666666666666,0.5266599962218196,6.670444847034496e-06
631,2848,Application_1991542825,1,0.6266666666666667,0.6266600043124958,6.662354170905438e-06
632,6116,Application_603184043,0,0.5233333333333333,0.52332666715544,6.6661778933552185e-06
633,3446,Application_1522555361,1,0.51,0.5099933322948833,6.667705116703004e-06
634,5159,Application_103087302,1,0.67,0.6699933341721684,6.665827831597859e-06
635,1710,Application_1401634845,0,0.26,0.25999331987108104,6.680128918967743e-06
636,4765,Application_1568109043,1,0.49666666666666665,0.4966599987264288,6.66794023784778e-06
637,1112,Application_352165642,1,0.38,0.3799933235009005,6.676499099522726e-06
638,3726,Application_172281488,0,0.31666666666666665,0.3166599896859711,6.67698069556355e-06
639,1939,Application_1374324644,1,0.27,0.26999332354835776,6.676451642262382e-06
640,2715,Application_1540112874,1,0.78,0.7799933384436106,6.661556389397916e-06
641,4838,Application_2111897411,1,0.5633333333333334,0.5633266690483157,6.664285017610183e-06
642,521,Application_637712751,1,0.36666666666666664,0.36665998956848633,6.677098180307706e-06
643,2505,Application_837911105,0,0.4033333333333333,0.40332665895728503,6.674376048287911e-06
644,1794,Application_2027499518,1,0.7233333333333334,0.7233266735632773,6.659770056094416e-06
645,1162,Application_356808628,1,0.79,0.7899933428632138,6.6571367862700015e-06
646,768,Application_1864868732,1,0.8066666666666666,0.806660008923555,6.657743111593284e-06
647,603,Application_1118794258,1,0.44,0.43999332512596456,6.6748740354394265e-06
648,3653,Application_1972106715,1,0.57,0.5699933355172039,6.664482796070459e-06
649,616,Application_1154947942,1,0.6,0.5999933353203439,6.6646796560432264e-06
650,4707,Application_943624516,0,0.8566666666666667,0.8566600127860984,6.653880568308068e-06
651,628,Application_1096081779,1,0.7933333333333333,0.7933266757321845,6.657601148818415e-06
652,565,Application_2022507317,1,0.6333333333333333,0.6333266700374188,6.663295914477452e-06
653,5069,Application_592450149,1,0.25666666666666665,0.2566599868568214,6.679809845255846e-06
654,4770,Application_1034454,0,0.4533333333333333,0.45332666297754637,6.670355786941862e-06
655,3533,Application_743918944,0,0.5933333333333334,0.593326669076336,6.664256997357398e-06
656,4056,Application_1963851177,0,0.34,0.33999332314591924,6.6768540807893295e-06
657,3022,Application_683270258,0,0.7866666666666666,0.7866600040115772,6.662655089417768e-06
658,2335,Application_1922430231,1,0.3566666666666667,0.35665999312559515,6.673541071533506e-06
659,1681,Application_879185541,1,0.8066666666666666,0.8066600082898232,6.658376843438063e-06
660,3951,Application_1309820423,1,0.77,0.7699933422085818,6.6577914181742415e-06
661,4727,Application_1848685618,0,0.38,0.3799933263679137,6.6736320862847975e-06
662,5404,Application_1925312246,1,0.9466666666666667,0.9466600123389628,6.6543277038588755e-06
663,4751,Application_1706556182,1,0.62,0.6199933366870968,6.663312903221197e-06
664,3549,Application_1000386745,1,0.32666666666666666,0.32665999133792245,6.675328744210063e-06
665,5589,Application_1391906687,1,0.32666666666666666,0.32665999163925064,6.675027416025436e-06
666,3141,Application_1887563703,1,0.6533333333333333,0.6533266707876179,6.6625457154634304e-06
