sample_order,source_row_index,case_id,target
971,5825,Application_1607208848,0
972,5320,Application_1256604586,1
973,2545,Application_550228710,1
974,3539,Application_1151479099,1
975,3134,Application_2092004160,0
976,832,Application_1201267547,0
977,3711,Application_2070777076,1
978,4254,Application_834709723,0
979,2653,Application_31244249,1
980,2473,Application_944171237,0
981,878,Application_995124359,1
982,1340,Application_935089662,1
983,4222,Application_876478835,0
984,3802,Application_38305454,1
985,4867,Application_1459114131,1
986,3720,Application_2094731703,1
987,522,Application_1147242139,1
988,2756,Application_1267164884,0
989,2477,Application_2058119051,0
990,609,Application_481277636,0
991,526,Application_1282418399,0
992,657,Application_1447384497,0
993,6121,Application_2003062161,1
994,3362,Application_238984243,0
995,4134,Application_1555178270,0
996,956,Application_1575815132,1
997,5104,Application_1190091553,0
998,4035,Application_1589946896,1
999,2378,Application_390522628,0
